,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
572,13.79,1351.0,0.0226,7.7,7.7,457.0,2.6
573,12.0,1944.0,-0.0514,10.0,10.0,830.5649623727313,4.7
575,6.83,3070.4877791356516,0.028,8.589305208096429,10.8,1727.0,2.5
576,13.79,1345.0,0.1274,5.6,14.21544580709314,830.5649623727313,1.8
577,13.79,7391.0,-0.0925,8.589305208096429,4.7,318.0,6.8
580,13.79,932.0,0.0484,7.7,7.7,457.0,2.5
581,13.79,783.0,-0.1146,8.589305208096429,4.7,318.0,3.8
583,13.79,5384.0,-0.3924,5.7,5.7,830.5649623727313,7.3
585,13.79,705.0,0.0001,7.7,7.7,457.0,4.3
586,10.96,2712.0,0.0997,11.5,11.5,1524.0,0.9
587,6.93,4059.0,0.0929,10.8,10.8,1727.0,2.5
589,13.79,3472.0,0.0442,8.589305208096429,14.21544580709314,318.0,4.3
590,6.89,3703.0,0.1978,5.6,5.6,432.0,2.9
591,6.89,959.0,-0.065,8.589305208096429,23.6,610.0,3.0
592,0.2,1000.0,-0.0218,15.0,120.0,10.0,5.0
593,0.1,1500.0,-0.0385,15.0,120.0,10.0,6.2
595,10.0,1944.0,-0.103,37.5,37.5,1953.0,5.2
597,11.03,2693.0,0.1331,5.0,13.3,2134.0,1.9
598,13.79,1994.0,-0.1674,11.1,11.1,457.0,3.3
599,16.0,4700.0,-0.0929,10.0,10.0,660.0,5.1
600,11.07,4069.0,0.0669,11.5,11.5,914.0,2.0
602,11.03,3070.4877791356516,0.0249,8.589305208096429,9.5,1836.0,2.4
603,13.79,3648.0,-0.1169,8.589305208096429,4.7,318.0,6.0
604,13.79,3070.4877791356516,0.1274,4.6,14.21544580709314,830.5649623727313,4.4
605,6.89,5425.0,-0.0553,10.3,10.3,794.0,6.8
607,13.79,1313.0,-0.0053,5.7,5.7,625.0,2.1
612,7.0,4056.0,0.0763,8.589305208096429,10.8,864.0,3.4
613,7.0,2061.0,0.099,5.6,14.21544580709314,432.0,3.7
614,12.08,4001.0,-0.0443,1.9,1.9,152.0,4.6
615,18.27,688.0,-0.1184,3.0,14.21544580709314,150.0,1.5
617,3.45,5967.0,0.0045,10.3,14.21544580709314,762.0,4.8
618,10.34,5832.0,-0.1171,10.3,14.21544580709314,762.0,6.0
622,6.89,3070.4877791356516,-0.0962,10.3,10.3,830.5649623727313,5.9
624,6.89,5642.0,-0.0042,6.4,15.9,830.5649623727313,4.5
625,13.79,4964.0,0.0874,4.7,4.7,318.0,3.9
626,8.27,1355.0,0.2195,5.6,14.21544580709314,2134.0,2.1
629,12.41,542.0,0.1619,19.8,19.8,610.0,1.7
632,10.635065510058652,2740.0,0.08,10.0,10.0,1650.0,1.8
634,10.635065510058652,685.0,-0.1224,8.589305208096429,3.0,150.0,2.4
635,10.0,3770.0,-0.0187,10.0,10.0,565.0,3.9
636,11.03,2726.0,0.0114,5.6,15.2,2134.0,2.1
637,10.635065510058652,3960.0,0.0108,10.3,10.3,762.0,4.6
638,11.03,3070.4877791356516,0.0733,9.3,9.3,1727.0,2.4
639,17.24,3070.4877791356516,-0.0156,8.589305208096429,1.9,152.0,8.6
640,12.07,4042.0,-0.0321,1.9,14.21544580709314,152.0,6.9
641,10.635065510058652,1370.0,-0.0472,10.0,10.0,1650.0,2.5
643,13.79,1777.0,0.0406,7.8,14.21544580709314,591.0,2.0
644,13.79,1356.0,0.0818,7.7,14.21544580709314,457.0,1.5
646,6.89,1519.0,0.0113,12.7,42.3,1778.0,3.1
648,11.03,4073.0,0.015,9.5,14.21544580709314,1836.0,2.3
653,13.79,2373.0,0.1523,7.8,7.8,591.0,2.0
654,6.89,3757.0,-0.0629,10.3,10.3,762.0,4.9
655,13.79,1356.0,0.1476,7.7,7.7,457.0,2.3
656,10.635065510058652,793.0,0.0459,5.7,5.7,625.0,1.4
659,10.635065510058652,4042.0,0.0117,10.8,10.8,830.5649623727313,4.7
660,11.03,1354.0,-0.027,5.6,15.2,2134.0,2.6
661,13.79,3648.0,0.0833,4.7,4.7,318.0,3.2
662,10.635065510058652,1370.0,-0.2201,8.589305208096429,3.0,150.0,4.5
664,13.79,3070.4877791356516,0.1038,8.589305208096429,7.8,591.0,2.2
665,10.635065510058652,4855.0,-0.1209,10.3,10.3,762.0,12.9
666,10.34,3933.0,-0.0257,10.3,14.21544580709314,762.0,5.8
668,12.07,3214.0,-0.1224,1.9,1.9,152.0,3.9
669,6.72,3838.0,-0.0198,10.8,10.8,432.0,5.9
670,12.07,2387.0,-0.1536,8.589305208096429,14.21544580709314,152.0,8.5
672,13.79,1344.0,-0.0487,11.1,11.1,457.0,3.9
673,13.79,3811.0,0.001,8.589305208096429,1.9,152.0,5.9
675,12.0,1000.0,-0.0868,10.0,10.0,565.0,5.5
676,6.89,762.0,-0.0373,10.3,10.3,762.0,3.5
678,6.89,1031.0,0.0036,10.8,10.8,216.0,3.8
679,6.89,3070.4877791356516,0.1562,12.8,12.8,1930.0,2.3
680,10.635065510058652,3070.4877791356516,-0.0204,15.0,120.0,10.0,5.9
681,11.03,1356.0,0.2195,5.6,15.2,2134.0,2.3
682,6.89,7554.0,-0.0008,10.3,14.21544580709314,830.5649623727313,5.0
683,13.79,5900.0,-0.0424,4.7,4.7,318.0,3.2
684,13.79,1370.0,0.064,7.7,14.21544580709314,457.0,2.8
687,10.24,1343.0,0.1312,8.589305208096429,4.6,229.0,3.5
691,8.27,1364.0,0.1712,5.6,15.2,2134.0,0.9
692,10.635065510058652,2278.0,0.0448,12.7,42.3,1778.0,3.6
694,15.17,1000.0,0.0392,9.5,14.21544580709314,1836.0,2.7
696,15.51,2319.0,-0.0137,1.9,1.9,152.0,4.5
697,6.92,1519.0,0.0622,8.5,24.6,1778.0,4.2
698,6.79,4059.0,0.0133,10.8,10.8,864.0,3.7
700,6.89,5615.0,0.1088,8.0,14.21544580709314,610.0,4.9
701,10.635065510058652,1354.0,0.0262,23.6,23.6,610.0,2.2
703,11.03,4069.0,0.0547,9.3,9.3,762.0,2.7
704,6.86,4096.0,0.0334,10.8,10.8,432.0,4.8
707,13.79,912.0,-0.0222,7.7,14.21544580709314,457.0,12.1
708,12.0,4028.0,0.1103,10.0,10.0,150.0,1.6
709,10.0,1000.0,-0.0514,10.0,10.0,565.0,3.5
710,13.79,3070.4877791356516,0.1476,9.5,9.5,1836.0,1.4
711,13.79,3070.4877791356516,0.0637,9.5,9.5,1836.0,2.0
712,13.79,3070.4877791356516,0.0533,8.589305208096429,4.7,318.0,4.8
715,13.79,2658.0,0.1334,7.8,7.8,591.0,2.2
716,6.92,1161.0,0.1933,8.589305208096429,22.3,830.5649623727313,1.5
717,6.89,5778.0,-0.0261,10.3,10.3,762.0,4.3
718,11.03,4036.0,0.0126,9.5,9.5,1836.0,2.5
719,12.07,3070.4877791356516,-0.0408,1.9,1.9,830.5649623727313,3.9
720,10.34,6035.0,-0.0469,10.3,10.3,762.0,6.6
722,10.635065510058652,2680.0,0.097,9.5,9.5,830.5649623727313,1.8
723,6.89,3730.0,0.0229,12.8,14.21544580709314,1930.0,2.6
725,6.89,3070.4877791356516,0.0184,10.8,10.8,432.0,4.0
726,8.27,2712.0,0.0627,9.5,14.21544580709314,1836.0,2.2
727,10.34,5940.0,-0.1208,10.3,10.3,762.0,6.0
728,6.72,2034.0,0.1383,10.8,10.8,432.0,4.8
729,13.79,1655.0,0.0103,8.589305208096429,7.7,457.0,3.5
732,12.07,4001.0,-0.0443,1.9,1.9,830.5649623727313,1.9
735,13.79,1356.0,0.1774,7.7,7.7,457.0,1.3
736,6.89,1519.0,-0.0027,8.589305208096429,42.3,1778.0,4.8
738,6.79,3070.4877791356516,0.0128,10.8,10.8,432.0,3.6
739,13.79,3472.0,-0.0719,1.9,1.9,830.5649623727313,3.4
741,6.89,1465.0,0.0609,12.4,12.4,610.0,6.7
742,13.79,5398.0,-0.4477,4.7,4.7,318.0,10.7
744,10.34,4882.0,-0.1488,8.589305208096429,10.3,762.0,4.9
745,13.79,1336.0,0.1818,7.7,7.7,830.5649623727313,1.4
746,3.45,5696.0,0.0209,10.3,10.3,830.5649623727313,5.4
747,10.34,7975.0,-0.1431,10.3,10.3,762.0,7.1
751,6.89,3784.0,-0.0338,10.3,10.3,762.0,4.6
753,10.635065510058652,2550.0,0.0635,8.589305208096429,11.1,457.0,2.7
755,6.86,3070.4877791356516,0.0396,10.8,10.8,216.0,5.4
756,11.03,3070.4877791356516,0.0666,9.3,14.21544580709314,762.0,1.8
757,6.89,7785.0,-0.0569,10.3,10.3,794.0,7.0
758,13.79,1600.0,0.062,7.7,7.7,830.5649623727313,2.3
761,0.1,1301.0,0.0146,1.0,14.21544580709314,51.0,5.9
762,15.51,2957.0,-0.0158,8.589305208096429,1.9,152.0,3.0
763,11.03,3391.0,-0.0438,8.589305208096429,11.5,830.5649623727313,3.2
764,13.79,7.0,0.0684,4.7,4.7,830.5649623727313,4.5
765,10.34,5601.0,-0.0415,10.3,10.3,762.0,6.7
766,17.24,1301.0,0.0001,1.9,1.9,696.0,1.4
767,10.24,1343.0,0.0886,4.6,4.6,229.0,1.8
768,13.79,3070.4877791356516,-0.0179,11.1,11.1,457.0,3.9
771,6.72,4123.0,0.0302,5.6,14.21544580709314,432.0,5.7
772,13.79,7500.0,-0.0408,5.7,14.21544580709314,625.0,4.5
773,6.79,3070.4877791356516,-0.0479,10.8,10.8,432.0,3.4
775,6.89,1546.0,0.1832,8.5,22.3,2591.0,2.5
777,6.89,1505.0,0.0967,12.7,42.3,1778.0,2.3
779,10.635065510058652,1736.0,0.0675,7.8,7.8,830.5649623727313,2.3
784,2.63,2875.0,0.008,3.0,14.21544580709314,150.0,5.0
785,6.83,3838.0,0.0648,10.8,10.8,432.0,3.8
787,6.89,3070.4877791356516,-0.0415,10.3,10.3,794.0,5.0
788,13.79,1364.0,-0.0394,8.589305208096429,15.2,2134.0,2.6
791,18.27,6076.0,-0.1258,3.0,3.0,830.5649623727313,2.6
794,10.635065510058652,1364.0,-0.027,9.5,9.5,1836.0,5.5
795,10.34,4842.0,-0.0415,10.8,10.8,762.0,5.0
796,6.89,1519.0,0.0035,8.589305208096429,24.6,830.5649623727313,5.0
799,0.1,5500.0,-0.0102,15.0,120.0,10.0,5.2
801,8.27,1355.0,0.1274,5.6,15.2,2134.0,5.2
802,13.79,1000.0,-0.0466,7.7,7.7,457.0,5.1
803,10.635065510058652,2631.0,0.0241,37.5,37.5,830.5649623727313,2.6
804,6.89,5832.0,-0.0078,10.3,10.3,830.5649623727313,4.0
805,7.03,4059.0,0.0637,10.8,10.8,864.0,3.5
806,6.89,2387.0,0.0008,23.6,23.6,1972.0,4.9
807,18.96,3070.4877791356516,-0.1517,1.9,1.9,152.0,3.9
809,15.51,2710.0,0.1431,5.6,15.2,2134.0,1.1
811,13.79,4855.0,0.0409,4.6,14.21544580709314,295.0,3.6
813,13.79,852.0,0.0657,4.7,4.7,830.5649623727313,3.6
814,6.89,1519.0,0.1212,12.7,14.21544580709314,1778.0,2.0
815,6.89,5221.0,-0.3273,8.589305208096429,10.3,794.0,7.3
817,5.51,1519.0,0.0684,8.589305208096429,42.3,1778.0,3.0
818,18.96,2048.0,-0.1926,1.9,1.9,152.0,4.9
820,13.79,2007.0,0.0622,7.8,14.21544580709314,591.0,2.2
821,10.635065510058652,666.0,-0.3176,11.1,11.1,457.0,2.5
822,9.65,5615.0,-0.1167,6.4,15.9,914.0,5.5
823,13.79,3784.0,0.099,7.7,7.7,830.5649623727313,1.8
826,6.89,1519.0,0.0136,12.7,14.21544580709314,830.5649623727313,2.6
827,6.89,5913.0,0.0403,12.7,38.1,737.0,3.2
828,10.34,7893.0,-0.1209,10.3,10.3,762.0,6.7
829,18.27,861.0,-0.0373,3.0,3.0,830.5649623727313,3.1
830,10.635065510058652,3960.0,0.0818,10.3,10.3,762.0,2.3
833,13.79,5357.0,-0.4505,4.7,4.7,830.5649623727313,7.3
835,12.07,4028.0,-0.0305,1.9,1.9,696.0,2.6
836,6.89,3070.4877791356516,0.1854,4.7,4.7,318.0,5.6
839,10.635065510058652,3070.4877791356516,-0.0098,10.3,14.21544580709314,762.0,4.0
841,13.79,882.0,-0.1224,3.0,3.0,35.0,2.2
846,6.89,3458.0,0.0783,8.589305208096429,10.3,762.0,4.3
847,13.79,1492.0,0.1034,7.8,7.8,591.0,2.0
849,6.92,5533.0,-0.0336,12.7,38.1,914.0,4.9
850,13.79,2723.0,-0.0279,9.5,9.5,1836.0,6.5
852,10.34,6429.0,-0.0931,10.3,10.3,762.0,6.4
853,6.89,3486.0,0.0733,23.6,23.6,1972.0,3.9
854,13.79,1356.0,0.1877,7.7,7.7,457.0,1.3
856,12.07,3070.4877791356516,-0.0444,1.9,1.9,152.0,3.5
857,13.79,888.0,0.0282,7.8,7.8,591.0,2.6
859,15.17,2680.0,0.0878,9.5,9.5,1836.0,1.6
862,3.45,4964.0,-0.0497,5.7,5.7,625.0,5.4
863,6.89,3662.0,0.0209,10.3,10.3,762.0,2.7
866,10.0,4028.0,-0.2306,10.0,10.0,830.5649623727313,4.1
867,12.07,2699.0,-0.0443,1.9,14.21544580709314,696.0,2.7
868,13.79,2278.0,0.0789,7.8,14.21544580709314,591.0,3.0
870,3.45,5696.0,-0.1438,10.3,10.3,762.0,4.4
871,10.635065510058652,1383.0,-0.1005,7.7,7.7,457.0,2.3
872,18.96,3070.4877791356516,-0.0373,1.9,14.21544580709314,696.0,2.1
874,6.89,1967.0,0.0146,12.8,12.8,830.5649623727313,3.3
876,10.635065510058652,2717.0,0.0886,5.6,14.21544580709314,2134.0,2.6
877,6.79,6998.0,-0.0651,10.3,10.3,794.0,5.2
878,13.79,1967.0,0.0001,4.7,4.7,318.0,3.0
879,10.635065510058652,2000.0,-0.03,8.589305208096429,120.0,10.0,4.3
880,0.51,1500.0,-0.1392,15.0,14.21544580709314,10.0,9.2
882,13.79,1505.0,0.0874,7.8,7.8,591.0,2.3
883,11.1,4069.0,0.0442,11.5,11.5,1143.0,2.9
886,6.89,5967.0,0.0108,10.3,10.3,762.0,5.9
887,13.79,3458.0,-0.3121,4.7,4.7,318.0,2.1
888,13.79,3648.0,0.0748,4.6,4.6,295.0,9.3
889,11.03,3665.0,-0.0184,5.6,15.2,2134.0,1.1
890,13.79,3070.4877791356516,0.0788,7.8,7.8,591.0,2.3
892,6.86,4096.0,-0.0138,8.589305208096429,10.8,432.0,4.5
893,7.03,4055.0,0.0192,4.6,14.21544580709314,830.5649623727313,4.4
894,10.635065510058652,4066.0,0.0129,10.8,10.8,432.0,3.8
897,10.635065510058652,1533.0,0.0254,8.589305208096429,24.6,1778.0,3.0
898,10.0,4028.0,0.0311,10.0,14.21544580709314,830.5649623727313,2.5
899,13.79,5791.0,-0.3491,3.6,3.6,76.0,5.9
900,11.03,4073.0,0.0613,8.589305208096429,14.21544580709314,830.5649623727313,3.2
901,13.79,2699.0,-0.158,7.7,7.7,457.0,3.5
903,6.93,3458.0,0.0008,10.8,10.8,864.0,4.8
905,13.79,1356.0,0.0902,5.0,13.3,2134.0,1.7
906,18.27,3070.4877791356516,-0.1916,8.589305208096429,3.0,830.5649623727313,8.8
907,11.03,2710.0,0.1556,5.6,15.2,2134.0,1.9
909,13.79,2007.0,-0.0252,7.7,7.7,152.0,1.9
910,0.2,5601.0,-0.0102,15.0,120.0,10.0,5.2
911,6.89,3070.4877791356516,-0.0198,10.3,10.3,794.0,5.0
912,6.89,5900.0,0.0209,10.3,10.3,830.5649623727313,3.2
913,6.86,4055.0,0.0073,10.8,10.8,864.0,3.3
915,18.0,1000.0,-0.1248,10.0,10.0,565.0,1.5
916,6.89,3070.4877791356516,-0.0197,8.5,22.3,830.5649623727313,4.5
917,6.89,6089.0,-0.0482,10.3,10.3,762.0,6.8
918,13.79,1316.0,-0.1488,5.7,5.7,625.0,4.3
919,6.89,7690.0,0.0108,10.3,10.3,762.0,3.6
920,10.34,5723.0,-0.0483,10.3,14.21544580709314,762.0,6.3
921,13.79,4259.0,0.0334,8.589305208096429,4.7,318.0,2.7
922,15.51,2875.0,-0.0415,1.9,1.9,152.0,6.7
923,6.89,5533.0,0.0476,12.7,38.1,914.0,3.9
927,8.27,2731.0,0.2031,5.0,14.21544580709314,2134.0,2.1
929,13.79,2685.0,0.0028,7.7,14.21544580709314,457.0,2.5
930,13.79,6510.0,0.0305,8.589305208096429,7.8,830.5649623727313,3.7
931,12.0,1000.0,-0.0928,10.0,10.0,830.5649623727313,4.8
932,17.24,3070.4877791356516,0.0036,1.9,14.21544580709314,152.0,1.9
936,13.79,3119.0,-0.0591,1.9,1.9,152.0,4.7
940,18.27,2902.0,-0.0601,3.0,3.0,150.0,2.1
941,11.03,2034.0,0.0639,8.589305208096429,11.5,1143.0,3.9
942,13.79,1953.0,0.1419,8.589305208096429,11.1,457.0,2.8
944,6.86,3784.0,-0.4456,10.8,10.8,216.0,5.0
945,6.89,857.0,-0.0512,12.7,14.21544580709314,737.0,5.9
946,15.51,2455.0,-0.0545,1.9,1.9,152.0,4.2
947,9.68,2292.0,0.0404,12.7,42.3,1778.0,3.9
948,17.24,3070.4877791356516,-0.0692,1.9,14.21544580709314,152.0,4.2
949,10.635065510058652,3608.0,0.1396,1.9,1.9,696.0,1.7
952,13.79,3070.4877791356516,-0.0444,1.9,1.9,696.0,3.6
953,10.635065510058652,7934.0,0.0997,10.3,10.3,762.0,2.9
954,10.635065510058652,1519.0,0.0091,12.7,42.3,1778.0,7.2
956,13.79,1336.0,-0.0276,7.7,7.7,457.0,2.3
957,11.0,4069.0,0.0344,11.5,14.21544580709314,1524.0,2.1
958,7.0,3070.4877791356516,0.0129,10.8,10.8,432.0,4.0
959,13.79,5588.0,0.031,4.7,4.7,305.0,2.3
962,13.79,3070.4877791356516,0.0334,7.7,7.7,457.0,2.6
963,13.79,903.0,-0.3476,4.7,4.7,318.0,2.2
964,10.635065510058652,1359.0,0.0409,5.6,15.2,2134.0,2.1
965,11.03,2740.0,0.0901,5.6,15.2,2134.0,2.2
966,10.38,3070.4877791356516,0.1937,8.589305208096429,4.6,229.0,3.6
967,10.635065510058652,1533.0,0.1969,8.5,22.3,1829.0,2.1
969,0.2,2000.0,-0.0595,15.0,14.21544580709314,10.0,6.5
970,10.34,4896.0,-0.0071,10.3,10.3,762.0,4.0
971,12.07,4109.0,-0.0296,1.9,14.21544580709314,830.5649623727313,7.3
972,13.79,3070.4877791356516,-0.0412,4.7,4.7,318.0,4.9
975,13.79,1777.0,0.1008,8.589305208096429,7.8,591.0,2.2
976,6.89,5859.0,0.0051,8.589305208096429,10.3,794.0,3.7
977,10.635065510058652,3070.4877791356516,-0.0534,1.9,1.9,152.0,7.5
978,6.86,1682.0,0.0025,8.0,8.0,610.0,3.6
980,6.89,3070.4877791356516,0.0491,10.3,10.3,830.5649623727313,6.2
981,10.34,3947.0,-0.0557,10.3,10.3,762.0,5.5
983,13.79,2645.0,-0.0711,7.7,7.7,457.0,3.5
985,11.03,2680.0,0.023,9.5,9.5,1836.0,2.0
986,3.45,3784.0,-0.0087,10.3,10.3,762.0,3.2
988,17.24,2984.0,-0.0801,8.589305208096429,1.9,152.0,8.0
989,10.34,6049.0,-0.0589,10.3,10.3,762.0,6.8
990,12.07,4042.0,-0.0943,1.9,1.9,152.0,4.9
994,10.635065510058652,705.0,0.0334,7.7,7.7,457.0,2.8
995,10.635065510058652,4069.0,-0.0166,9.3,9.3,1359.0,4.8
996,10.635065510058652,5561.0,-0.0929,15.0,120.0,10.0,3.2
997,10.34,5940.0,-0.0483,8.589305208096429,10.3,762.0,5.2
1000,6.89,3770.0,0.0412,12.8,12.8,1930.0,3.5
1001,6.83,4069.0,0.0129,10.8,10.8,864.0,4.5
1002,13.79,1994.0,0.0854,8.589305208096429,14.21544580709314,457.0,1.8
1004,6.89,1519.0,0.1396,8.589305208096429,22.3,830.5649623727313,1.4
1005,6.86,4096.0,0.0184,10.8,10.8,432.0,4.0
1008,10.635065510058652,3070.4877791356516,0.0709,10.8,10.8,216.0,4.6
1009,13.79,7893.0,-0.0833,4.7,4.7,318.0,5.2
1011,13.79,4077.0,0.0596,9.5,9.5,1836.0,1.3
1013,13.79,2740.0,0.0928,7.7,7.7,457.0,1.6
1015,13.79,3070.4877791356516,0.0537,9.5,9.5,830.5649623727313,2.4
1016,13.79,3784.0,0.0928,7.7,7.7,457.0,1.3
1018,10.34,5615.0,-0.0483,10.3,10.3,830.5649623727313,3.6
1021,6.89,1885.0,0.0114,23.6,23.6,1972.0,2.0
1023,15.17,2684.0,0.1601,9.5,9.5,1836.0,1.0
1025,13.79,1351.0,0.1275,7.7,7.7,457.0,1.5
1027,6.89,3070.4877791356516,0.0275,12.7,38.1,914.0,2.2
1028,13.79,1953.0,0.1698,11.1,11.1,830.5649623727313,1.7
1031,2.63,2767.0,-0.0601,3.0,3.0,150.0,4.1
1032,6.89,3070.4877791356516,-0.0469,10.3,10.3,794.0,9.2
1034,6.89,7432.0,-0.0264,10.3,10.3,794.0,5.8
1035,10.635065510058652,1682.0,0.1263,7.8,7.8,591.0,2.2
1037,13.79,1533.0,0.0372,7.8,7.8,591.0,2.4
1039,13.79,1214.0,-0.0881,4.7,4.7,318.0,3.7
1041,6.86,3070.4877791356516,0.0332,10.8,10.8,830.5649623727313,2.9
1043,10.635065510058652,2197.0,-0.0297,1.9,1.9,152.0,5.4
1045,15.51,2997.0,-0.0416,1.9,1.9,152.0,5.0
1047,3.45,4055.0,0.0518,10.8,10.8,830.5649623727313,4.6
1048,7.0,3070.4877791356516,0.0713,4.6,4.6,295.0,4.6
1049,13.79,943.0,0.0142,8.589305208096429,7.7,457.0,2.2
1051,6.89,6049.0,-0.0989,10.3,10.3,762.0,6.8
1052,10.635065510058652,815.0,0.0262,12.7,14.21544580709314,830.5649623727313,2.0
1053,13.79,4787.0,0.0015,4.7,4.7,830.5649623727313,2.1
1054,13.79,1410.0,0.0868,7.8,7.8,591.0,8.9
1055,17.24,2848.0,-0.0595,8.589305208096429,1.9,152.0,3.4
1057,12.0,3070.4877791356516,-0.0472,10.0,14.21544580709314,660.0,3.2
1059,10.635065510058652,678.0,0.0379,10.8,10.8,216.0,4.4
1060,10.635065510058652,3070.4877791356516,-0.0071,7.7,7.7,457.0,2.6
1061,6.86,5886.0,0.0406,10.8,10.8,864.0,4.2
1062,13.79,2042.0,-0.0428,8.589305208096429,11.1,457.0,2.2
1063,3.86,2034.0,0.1294,10.8,10.8,432.0,2.2
1066,13.79,705.0,-0.2364,7.7,7.7,457.0,5.0
1067,13.79,3070.4877791356516,-0.1776,7.7,14.21544580709314,830.5649623727313,11.3
1068,13.79,3070.4877791356516,0.0027,7.7,7.7,457.0,2.3
1069,6.89,5181.0,-0.0415,3.6,14.21544580709314,830.5649623727313,5.4
1071,10.635065510058652,3070.4877791356516,-0.3313,8.589305208096429,4.7,318.0,7.0
1072,6.89,2780.0,-0.0007,12.7,38.1,914.0,3.8
1074,10.51,2550.0,0.0069,4.6,4.6,229.0,4.5
1077,18.27,833.0,-0.0849,3.0,3.0,35.0,2.1
1078,10.635065510058652,3070.4877791356516,-0.0407,10.3,10.3,762.0,4.6
1079,13.79,2278.0,-0.0833,1.9,1.9,696.0,2.9
1080,13.79,1214.0,0.0198,4.7,4.7,830.5649623727313,2.3
1082,3.45,3070.4877791356516,-0.0875,10.3,10.3,762.0,6.6
1083,13.79,3974.0,-0.3313,4.7,4.7,830.5649623727313,5.5
1084,17.24,2984.0,-0.1141,1.9,14.21544580709314,830.5649623727313,3.8
1085,15.51,3811.0,-0.0204,1.9,1.9,152.0,4.4
1086,13.79,4164.0,-0.0987,4.7,4.7,305.0,3.4
1087,8.27,4056.0,0.0523,11.5,14.21544580709314,1524.0,1.9
1088,10.635065510058652,882.0,-0.0865,4.7,4.7,318.0,3.1
1090,13.79,2658.0,0.0948,7.8,7.8,591.0,1.8
1091,13.79,1246.0,0.1524,7.8,14.21544580709314,591.0,1.4
1093,6.89,4001.0,-0.0092,10.3,10.3,794.0,5.3
1094,10.34,3070.4877791356516,0.1494,10.3,10.3,762.0,2.6
1095,10.34,3960.0,-0.0815,10.3,10.3,762.0,4.3
1096,13.79,2645.0,0.0145,7.7,7.7,457.0,2.5
1098,10.635065510058652,4055.0,0.0618,10.8,10.8,432.0,3.9
1099,13.79,3070.4877791356516,-0.1488,3.6,3.6,830.5649623727313,3.6
1104,3.45,7893.0,0.1401,10.3,10.3,762.0,4.3
1105,10.34,3070.4877791356516,-0.0779,10.3,10.3,762.0,7.1
1106,10.635065510058652,3070.4877791356516,0.0384,7.7,7.7,457.0,2.8
1107,6.89,6998.0,-0.0569,8.589305208096429,14.21544580709314,830.5649623727313,7.3
1109,13.79,1316.0,-0.0415,5.7,5.7,830.5649623727313,5.3
1110,6.89,4069.0,0.0134,10.8,10.8,432.0,11.5
1111,18.27,2740.0,-0.0593,10.8,10.8,150.0,3.6
1113,10.635065510058652,4910.0,-0.0306,8.589305208096429,4.7,830.5649623727313,5.9
1115,0.1,2078.0,-0.0373,15.0,120.0,10.0,6.2
1116,6.96,3770.0,0.0747,10.8,10.8,864.0,1.9
1117,7.03,3070.4877791356516,0.1951,5.6,5.6,864.0,4.7
1118,12.07,3296.0,-0.0202,1.9,1.9,152.0,9.7
1119,10.0,1944.0,-0.1221,10.0,10.0,830.5649623727313,3.2
1120,0.1,1500.0,-0.0184,15.0,120.0,10.0,5.2
1121,13.79,6971.0,-0.1989,4.7,4.7,318.0,7.9
1122,6.89,2278.0,0.0886,12.7,42.3,1778.0,1.6
1123,6.92,5547.0,-0.0037,12.7,38.1,914.0,3.5
1124,6.89,3070.4877791356516,0.195,23.6,23.6,1972.0,2.8
1125,10.34,7893.0,-0.0997,10.3,14.21544580709314,762.0,4.5
1126,6.86,4123.0,0.0302,5.6,5.6,432.0,5.2
1128,10.34,7880.0,-0.0801,10.3,14.21544580709314,762.0,8.6
1130,10.635065510058652,7514.0,0.0243,37.5,37.5,1953.0,2.6
1132,13.79,666.0,0.1693,7.7,7.7,457.0,1.8
1133,13.79,1336.0,-0.0195,7.7,7.7,457.0,3.3
1134,13.79,4774.0,0.0753,8.589305208096429,4.7,318.0,2.5
1135,10.635065510058652,2034.0,0.1197,11.5,11.5,1524.0,1.6
1138,12.07,3070.4877791356516,-0.0202,8.589305208096429,1.9,152.0,3.6
1140,13.79,3070.4877791356516,-0.2599,7.7,14.21544580709314,830.5649623727313,4.4
1141,11.03,3677.0,-0.0394,5.6,15.2,2134.0,2.1
1142,13.79,888.0,-0.0822,7.8,14.21544580709314,591.0,6.5
1143,13.79,1339.0,0.1418,4.7,4.7,318.0,2.8
1144,10.635065510058652,2658.0,0.07,7.7,7.7,457.0,1.8
1145,12.0,1000.0,-0.3201,10.0,10.0,565.0,2.5
1146,13.79,1316.0,-0.1438,8.589305208096429,4.7,318.0,4.6
1147,10.51,1356.0,0.0263,4.6,11.3,229.0,3.6
1148,13.79,1354.0,-0.0576,5.6,15.2,457.0,3.5
1151,10.635065510058652,1344.0,-0.1005,15.0,14.21544580709314,2134.0,3.5
1152,6.89,5479.0,0.0724,8.589305208096429,12.8,830.5649623727313,2.9
1153,10.635065510058652,1519.0,0.0035,8.589305208096429,42.3,1778.0,2.0
1154,6.89,7554.0,-0.1428,10.3,10.3,762.0,7.7
1155,6.83,3070.4877791356516,0.0005,10.8,10.8,432.0,4.4
1156,13.79,1339.0,-0.0609,7.8,7.8,591.0,2.5
1157,13.79,1302.0,0.0374,8.589305208096429,14.21544580709314,830.5649623727313,2.7
1159,6.89,6089.0,-0.0573,10.3,14.21544580709314,830.5649623727313,6.9
1160,13.79,2798.0,0.0674,4.7,4.7,305.0,2.8
